Year,Title,Journal,Authors,Category,Endorsement
1996,Extrapolation Problems In Modeling Fire Effects At Large Spatial Scales: A Review,International Journal Of Wildland Fire,Mckenzie| D; Peterson| Dl; Alvarado| E,4,4
1996,Forest Floor Carbon Pools And Fluxes Along A Regional Climate Gradient In Maine| Usa,Forest Ecology And Management,Simmons| Ja; Fernandez| Ij; Briggs| Rd; Delaney| Mt,2,4
1996,Free Air Temperature Increase (fati): A New Tool To Study Global Warming Effects On Plants In The Field,Plant Cell And Environment,Nijs| I; Kockelbergh| F; Teughels| H; Blum| H; Hendrey| G; Impens| I,2,4
1996,From Joint Implementation To A System Of Tradeable Co2 Emission Entitlements,International Environmental Affairs,Rentz| H,3,3
1996,Future Availability Of Water In Egypt: The Interaction Of Global| Regional| And Basin Scale Driving Forces In The Nile Basin,Ambio,Conway| D; Krol| M; Alcamo| J; Hulme| M,2,4
1996,Future Ocean Uptake Of Co2: Interaction Between Ocean Circulation And Biology,Climate Dynamics,Maierreimer| E; Mikolajewicz| U; Winguth| A,4,3
1996,Generation Of Methane From Paddy Fields And Cattle In India| And Its Reduction At Source,Atmospheric Environment,Bandyopadhyay| Tk; Goyal| P; Singh| Mp,3,4
1996,Geoengineering: Could Or Should We Do It?,Climatic Change,Schneider| Sh,3,3
1996,Geomorphological 'hotspots' And Global Warming,Interdisciplinary Science Reviews,Goudie| As,2,3
1996,Glacial Isostatic Adjustment And The Anomalous Tide Gauge Record Of Eastern North America,Nature,Davis| Jl; Mitrovica| Jx,4,4
1996,Glacier Monitoring For Climate Change Detection In Nunavut,Geoscience Canada,Bell| T; Jacobs| Jd,2,4
1996,Global Change And Coral Reefs: Impacts On Reefs| Economies And Human Cultures,Global Change Biology,Wilkinson| Cr,2,2
1996,Global Surface Air Temperature In 1995: Return To Pre-pinatubo Level,Geophysical Research Letters,Hansen| J; Ruedy| R; Sato| M; Reynolds| R,4,4
1996,Global Warming And Developing Countries - The Possibility Of A Solution By Accelerating Development,Energy Policy,Murota| Y; Ito| K,3,4
1996,Global Warming And Global Dioxide Emission: An Empirical Study,Journal Of Environmental Management,Sun| Ly; Wang| Mh,4,2
1996,Global Warming And Health: A Review,East African Medical Journal,Amofah| Gk,2,4
1996,Global Warming And The Hydrologic Cycle,Journal Of Hydrology,Loaiciga| Ha; Valdes| Jb; Vogel| R; Garvey| J; Schwarz| H,2,3
1996,Global Warming And The Regional Persistence Of A Temperate-zone Insect (tenodera Sinensis),American Midland Naturalist,Rooney| Tp; Smith| At; Hurd| Le,2,4
1996,Global Warming And The Species Richness Of Bats In Texas,Conservation Biology,Scheel| D; Vincent| Tls; Cameron| Gn,2,3
1996,Global Warming Impacts On Lake Trout In Arctic Lakes,Limnology And Oceanography,Mcdonald| Me; Hershey| Ae; Miller| Mc,2,4
1996,Global Warming In A Coupled Climate Model Including Oceanic Eddy-induced Advection,Geophysical Research Letters,Hirst| Ac; Gordon| Hb; Ofarrell| Sp,4,4
1996,Global Warming Mitigation Strategies,Energy Conversion And Management,Alpert| Sb; Maulbetsch| J,3,4
1996,Global Warming| Infrastructure| And Land Use In The Metropolitan New York Area - Prevention And Response,Baked Apple?: Metropolitan New York In The Greenhouse,Zimmerman| R,3,3
1996,Greenhouse Gas Emissions From The Use Of Primary Energy In Forest Operations And Long-distance Transportation Of Timber In Finland,Forestry,Karjalainen| T; Asikainen| A,4,3
1996,Greenhouse Gas Mitigation Strategies: Preliminary Results From The Us Country Studies Program,Ambio,Dixon| Rk; Sathaye| Ja; Meyers| Sp; Masera| Or; Makarov| Aa; Toure| S; Makundi| W; Wiel| S,3,2
1996,Greenhouse Warming Versus Aerosol Cooling In The Context Of Global Climate Change,Energy Conversion And Management,Kondratyev| Ky,4,3
1996,High-temperature Tolerance Of Artemisia Tridentata And Potentilla Gracilis Under A Climate Change Manipulation,Oecologia,Loik| Me; Harte| J,2,4
1996,Holocene Evolution Of The River Bann Estuary And Adjacent Coast| Northern Ireland,Proceedings Of The Geologists Association,Wilson| P; Mckenna| J,5,4
1996,Iea Greenhouse Gas R&d Programme: Full Fuel Cycle Studies,Energy Conversion And Management,Audus| H,3,3
1996,Impact Of Freshwater On A Subarctic Coastal Ecosystem Under Seasonal Sea Ice (southeastern Hudson Bay| Canada) .1. Interannual Variability And Predicted Global Warming Influence On River Plume Dynamics And Sea Ice,Journal Of Marine Systems,Ingram| Rg; Wang| J; Lin| C; Legendre| L; Fortier| L,2,3
1996,Impact Of Global Warming On Potato Late Blight: Risk| Yield Loss And Control,Agricultural And Food Science In Finland,Kaukoranta| T,2,4
1996,Impact Of Global Warming On Water Resources - Implications For New York City And The New York Metropolitan Region,Baked Apple?: Metropolitan New York In The Greenhouse,Alpern| R,2,4
1996,Impact Of Iceberg Scouring On Polar Benthic Habitats,Marine Ecology-progress Series,Gutt| J; Starmans| A; Dieckmann| G,2,4
1996,Imperata Economics And Policy,Agroforestry Systems,Tomich| Tp; Kuusipalo| J; Menz| K; Byron| N,3,4
1996,Implications For The Creation Of Warm Saline Deep Water: Late Paleocene Reconstructions And Global Climate Model Simulations,Geological Society Of America Bulletin,Oconnell| S; Chandler| Ma; Ruedy| R,5,4
1996,Implications Of A New Eddy Parameterization For Ocean Models,Geophysical Research Letters,Mcdougall| Tj; Hirst| Ac; England| Mh; Mcintosh| Pc,4,4
1996,Implications Of Vagrant Southeastern Vireos And Warblers In California,Auk,Patten| Ma; Marantz| Ca,2,4
1996,Improved Method Of Exponential Sum Fitting Of Transmissions To Describe The Absorption Of Atmospheric Gases,Applied Optics,Armbruster| W; Fischer| J,4,4
1996,Incorporating Investment Uncertainty Into Greenhouse Policy Models,Energy Journal,Birge| Jr; Rosa| Ch,3,3
1996,Increased Activity Of Northern Vegetation Inferred From Atmospheric Co2 Measurements,Nature,Keeling| Cd; Chin| Jfs; Whorf| Tp,2,4
1996,Increasing Night Temperature Can Reduce Seed Set And Potential Yield Of Tropical Rice,Australian Journal Of Plant Physiology,Ziska| Lh; Manalo| Pa,2,4
1996,Influence Of Late-holocene Climate On Northern Rocky Mountain Mammals,Quaternary Research,Hadly| Ea,5,4
1996,Influences On Formation And Dissipation Of High Arctic Fogs During Summer And Autumn And Their Interaction With Aerosol,Tellus Series B-chemical And Physical Meteorology,Nilsson| Ed; Bigg| Ek,2,4
1996,Initiatives To Respond To Climate Change Concerns,Energy Conversion And Management,Koch| Hj,3,4
1996,Integrated Regional Assessment Of Global Climatic Change: Lessons From The Mackenzie Basin Impact Study (mbis),Global And Planetary Change,Cohen| Sj,2,4
1996,Interaction Of Flooding And Salinity Stress On Baldcypress (taxodium Distichum),Tree Physiology,Allen| Ja; Pezeshki| Sr; Chambers| Jl,2,4
1996,Investigating Trends In Vegetable Crop Response To Increasing Temperature Associated With Climate Change,Scientia Horticulturae,Wurr| Dce; Fellows| Jr; Phelps| K,2,4
1996,Isotopic Variability In Arctic Precipitation As A Climatic Indicator,Geoscience Canada,Moorman| Bj; Michel| Fa; Drimmie| Rj,5,4
1996,Japan's Strategy In Technology Development For Mitigating Global Warming,Energy Conversion And Management,Kaya| Y; Tamaki| M; Yamagishi| K; Hayashi| I,3,4
1996,Joint Implementation: Biodiversity And Greenhouse Gas Offsets,Environmental Management,Cutright| Nj,3,3
1996,Laboratory Technique For The Measurement Of Thermal-emission Spectra Of Greenhouse Gases: Cfc-12,Applied Optics,Evans| Wfj; Puckrin| E,4,4
1996,Land Use And Cover In Ecological Economics,Ecological Economics,Darwin| R; Tsigas| M; Lewandrowski| J; Raneses| A,4,4
1996,Late Quaternary Sediment Dating And Quantification Of Lateral Sediment Redistribution Applying Th-230(ex): A Study From The Eastern Atlantic Sector Of The Southern Ocean,Geologische Rundschau,Frank| M; Gersonde| R; Vanderloeff| Mr; Kuhn| G; Mangini| A,5,4
1996,Latest Paleocene Benthic Foraminiferal Extinction And Environmental Changes At Tawanui| New Zealand,Paleoceanography,Kaiho| K; Arinobu| T; Ishiwatari| R; Morgans| Heg; Okada| H; Takeda| N; Tazaki| K; Zhou| Gp; Kajiwara| Y; Matsumoto| R; Hirai| A; Niitsuma| N; Wada| H,5,3
1996,Latitudinal Variation In Sugar Maple Fine Root Respiration,Canadian Journal Of Forest Research-revue Canadienne De Recherche Forestiere,Burton| Aj; Pregitzer| Ks; Zogg| Gp; Zak| Dr,2,4
1996,Lifecycle Assessment And Economic Evaluation Of Recycling: A Case Study,Resources Conservation And Recycling,Craighill| Al; Powell| Jc,3,3
1996,Long-term Effects Of A Doubled Atmospheric Co2 Concentration On The Cam Species Agave Deserti,Journal Of Experimental Botany,Graham| Ea; Nobel| Ps,2,3
1996,Long-term Trends And Interannual Variability In Tropical Cyclone Activity Over The Western North Pacific,Geophysical Research Letters,Chan| Jcl; Shi| Je,2,4
1996,Malaria Transmission And Climate Change In Australia,Medical Journal Of Australia,Bryan| Jh; Foley| Dh; Sutherst| Rw,2,4
1996,Measurement Method Of The Absorption Fixation Quantity Of Carbon Dioxide By Water Hyacinth,Bunseki Kagaku,Ishii| T; Nishiyama| N,3,3
1996,Measurement Of Tropospheric Ozone By Thermal Emission Spectroscopy,Atmospheric Environment,Puckrin| E; Evans| Wfj; Adamson| Tab,4,4
1996,Methods For Assessing Public Health Vulnerability To Global Climate Change,Climate Research,Patz| Ja; Balbus| Jm,4,4
1996,Methyl Bromide: Ocean Sources| Ocean Sinks| And Climate Sensitivity,Global Biogeochemical Cycles,Anbar| Ad; Yung| Yl; Chavez| Fp,4,4
1996,Mid-pliocene Warmth: Stronger Greenhouse And Stronger Conveyor,Marine Micropaleontology,Raymo| Me; Grant| B; Horowitz| M; Rau| Gh,5,3
1996,Middle To Late Paleozoic Atmospheric Co2 Levels From Soil Carbonate And Organic Matter,Science,Mora| Ci; Driese| Sg; Colarusso| La,5,3
1996,Mitigation Alternatives To Decrease Nitrous Oxides Emissions And Urea-nitrogen Loss And Their Effect On Methane Flux,Journal Of Environmental Quality,Delgado| Ja; Mosier| Ar,3,3
1996,Model Estimates Of Nitrous Oxide Emissions From Agricultural Lands In The United States,Global Biogeochemical Cycles,Li| Cs; Narayanan| V; Harriss| Rc,4,2
1996,Modeling Potential Changes Of Forest Area In Thailand Under Climate Change,Water Air And Soil Pollution,Boonpragob| K; Santisirisomboon| J,2,3
1996,Modelling Greenhouse Gas Emissions From Cars In Great Britain,Transportation Planning And Technology,Acutt| Mz,3,3
1996,Monosoonal Precipitation Responses Of Shrubs In A Cold Desert Community On The Colorado Plateau,Oecologia,Lin| Gh; Phillips| Sl; Ehleringer| Jr,2,4
1996,Multisector Economic Models For Analyzing Global Climate Change,Global And Planetary Change,Rose| A,3,3
1996,Needle| Crown| Stem| And Root Phytomass Of Pinus Sylvestris Stands In Russia,Forest Ecology And Management,Monserud| Ra; Onuchin| Aa; Tchebakova| Nm,4,3
1996,New Feasibility Study Of Carbon Dioxide Production From Coal-fired Power Plants For Enhanced Oil Recovery: A Canadian Perspective,Energy Conversion And Management,Tontiwachwuthikul| P; Chan| Cw; Kritpiphat| W; Skoropad| D; Gelowitz| D; Aroonwilas| A; Jordan| C; Mourits| F; Wilson| M; Ward| L,3,2
1996,New| Long Term Alternative Fluorosolvents For Electronics Cleaning & Drying Applications,Transactions Of The Institute Of Metal Finishing,Kenyon| Wg,3,4
1996,Nitrous Oxide And Carbon Dioxide Fluxes From A Bare Soil Using A Micrometeorological Approach,Journal Of Environmental Quality,Wagnerriddle| C; Thurtell| Gw; King| Km; Kidd| Ge; Beauchamp| Eg,3,3
1996,Nitrous Oxide Emission By Nitrification And Denitrification In Different Soil Types And At Different Soil Moisture Contents And Temperatures,Applied Soil Ecology,Maag| M; Vinther| Fp,2,3
1996,Northern Agriculture: Constraints And Responses To Global Climate Change,Agricultural And Food Science In Finland,Mela| Tjn,2,4
1996,Nuclear Energy Into The Twenty-first Century,Applied Energy,Hammond| Gp,3,3
1996,Numerical Study On Effects Of Hydrate Formation On Deep Sea Co2 Storage,Journal Of Chemical Engineering Of Japan,Inoue| Y; Ohgaki| K; Hirata| Y; Kunugita| E,3,4
1996,Oceanic Carbon Dioxide Uptake In A Model Of Century-scale Global Warming,Science,Sarmiento| Jl; Lequere| C,4,3
1996,Overwintering Of Winter Cereals In Hungary In The Case Of Global Warming,Euphytica,Veisz| O; Harnos| N; Szunics| L; Tischner| T,2,3
1996,Overwintering Strategies Of Mosquitoes (diptera: Culicidae) On Warmer Islands May Predict Impact Of Global Warming On Kyushu| Japan,Journal Of Medical Entomology,Mogi| M,2,4
1996,Page95 - An Updated Valuation Of The Impacts Of Global Warming,Energy Policy,Plambeck| El; Hope| C,2,3
1996,Paleoclimate Data Constraints On Climate Sensitivity: The Paleocalibration Method,Climatic Change,Covey| C; Sloan| Lc; Hoffert| Mi,5,3
1996,Paleoclimatic Implications Of Holocene Lake-level Fluctuations| Owasco Lake| New York,Geology,Dwyer| Tr; Mullins| Ht; Good| Sc,5,4
1996,Paleopedological Approach To Evaluation Of Soil Response To Anthropogenic Global Warming,Eurasian Soil Science,Velichko| Aa; Morozova| Td,5,2
1996,Pasture Burning In Amazonia: Dynamics Of Residual Biomass And The Storage And Release Of Aboveground Carbon,Journal Of Geophysical Research-atmospheres,Barbosa| Ri; Fearnside| Pm,3,3
1996,Performance Bounds On Acoustic Thermometry Of Ocean Climate In The Presence Of Mesoscale Sound-speed Variability,Journal Of The Acoustical Society Of America,Krolik| Jl; Narasimhan| S,4,4
1996,Permafrost Distribution In The Northern Hemisphere Under Scenarios Of Climatic Change,Global And Planetary Change,Anisimov| Oa; Nelson| Fe,2,3
1996,Pliocene Climates: The Nature Of The Problem,Marine Micropaleontology,Crowley| Tj,5,3
1996,Population Growth And Global Co2 Emissions - A Secular Perspective,Energy Policy,Knapp| T; Mookerjee| R,4,4
1996,Possible Greenhouse Effects Of Tetrafluoromethane And Carbon Dioxide Emitted From Aluminum Production,Atmospheric Environment,Weston| Re,3,3
1996,Potential Effects Of Climate Change On Corn Production In Zimbabwe,Climate Research,Makadho| Jm,2,4
1996,Potential Effects Of Global Climate Change On Small North-temperate Lakes: Physics| Fish| And Plankton,Limnology And Oceanography,Destasio| Bt; Hill| Dk; Kleinhans| Jm; Nibbelink| Np; Magnuson| Jj,2,3
1996,Potential Environmental Impacts Of Future Halocarbon Emissions,Environmental Science & Technology,Holmes| Kj; Ellis| Jh,4,3
1996,Potential Impact Of Global Climate Change On Forest Distribution In Sri Lanka,Water Air And Soil Pollution,Somaratne| S; Dhanapala| Ah,2,4
1996,Potential Impacts Of Climate Change On Citrus And Potato Production In The Us,Agricultural Systems,Rosenzweig| C; Phillips| J; Goldberg| R; Carroll| J; Hodges| T,2,4
1996,Potential Impacts Of Climate Change On Ecosystems: A Review Of Implications For Policymakers And Conservation Biologists,Climate Research,Markham| A,2,4
1996,Potential Impacts Of Future Climate Change On Nyala Tragelaphus Angasi In Lengwe National Park| Malawi,Climate Research,Mkanda| Fx,2,3
1996,Predicting Changes In The Composition Of New Zealand's Indigenous Forests In Response To Global Warming: A Modelling Approach,Environmental Software,Leathwick| Jr; Whitehead| D; Mcleod| M,2,4
1996,Prediction Of Possible Changes In Glacio-hydrological Characteristics Under Global Warming: Southeastern Alaska| Usa,Journal Of Glaciology,Davidovich| Nv; Ananicheva| Md,2,3
1996,Pressures| Trends| And Impacts In Coastal Zones: Interactions Between Socioeconomic And Natural Systems,Environmental Management,Turner| Rk; Subak| S; Adger| Wn,2,4
1996,Processes Of Wetland Loss In India,Environmental Conservation,Foote| Al; Pandey| S; Krogman| Nt,2,4
1996,R&d For Technology To Solve Global Warming,Journal Of Materials Processing Technology,Honjo| K,3,2
1996,Recent Climatic Change| Greenhouse Gas Emissions And Future Climate: The Implications For India,Theoretical And Applied Climatology,Rao| Pg; Kelly| Pm; Hulme| M,3,3
1996,Redistribution Of Sea Level Rise Associated With Enhanced Greenhouse Warming: A Simple Model Study,Climate Dynamics,Hsieh| Ww; Bryan| K,2,3
1996,Reef Coral Diversity And Global Change,Global Change Biology,Chadwickfurman| Ne,2,4
1996,Relationship Between Acoustic Bandwidth And Characteristics Of Sound Propagation In West Mediterranean Sea,Japanese Journal Of Applied Physics Part 1-regular Papers Short Notes & Review Papers,Imayoshi| S; Tsuchiya| T; Kikuchi| T; Hasegawa| A; Fujimori| H,4,4
1996,Relative Radiative Forcing Consequences Of Global Emissions Of Hydrocarbons| Carbon Monoxide And Nox From Human Activities Estimated With A Zonally-averaged Two-dimensional Model,Climatic Change,Johnson| Ce; Derwent| Rg,4,3
1996,Response Of Stream Invertebrates To A Global-warming Thermal Regime: An Ecosystem-level Manipulation,Ecology,Hogg| Id; Williams| Dd,2,4
1996,Responses Of Some North American Cam Plants To Freezing Temperatures And Doubled Co2 Concentrations: Implications Of Global Climate Change For Extending Cultivation,Journal Of Arid Environments,Nobel| Ps,2,3
1996,Scientific Community Recognizes Link Between Ecology And Health,Scientist,Kreeger| Ky,2,4
